"id","professional","helpful","positive","efficient","skilful","trustworthy","kind","confident","sincere","intelligent","fair","hardworking","sender_gender","appropriateness","gender","age","education","emoji_usage","culture","formality","emoji","study"
17,5,5,5,5,4,4,4,4,4,5,4,4,"female",5,"female",20,"secondary school",5,"hungarian",1,"no_emoji","study1"
18,4,4,4,4,4,4,4,4,3,4,3,3,"male",4,"male",22,"secondary school",3,"hungarian",1,"no_emoji","study1"
24,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",22,"secondary school",4,"hungarian",1,"no_emoji","study1"
26,5,5,5,5,4,5,5,4,4,5,5,5,"female",4,"female",21,"secondary school",5,"hungarian",1,"no_emoji","study1"
29,3,2,2,3,3,3,2,2,3,3,2,2,"male",4,"female",21,"secondary school",4,"hungarian",1,"no_emoji","study1"
56,5,4,4,5,5,5,5,5,5,5,5,5,"male",5,"female",24,"secondary school",5,"hungarian",1,"no_emoji","study1"
31,5,5,4,5,3,4,4,5,4,5,4,4,"female",5,"female",15,"primary school",4,"hungarian",1,"no_emoji","study1"
34,5,4,5,4,5,4,4,4,4,5,4,4,"female",5,"female",21,"secondary school",5,"hungarian",1,"no_emoji","study1"
35,5,4,4,5,4,5,2,5,4,5,3,5,"female",5,"male",12,"less than primary school",3,"hungarian",1,"no_emoji","study1"
38,5,5,5,5,5,5,4,5,4,5,4,5,"female",5,"female",23,"secondary school",4,"hungarian",1,"no_emoji","study1"
42,5,5,5,5,5,5,5,5,5,5,3,3,"male",5,"female",23,"secondary school",4,"hungarian",1,"no_emoji","study1"
52,5,3,3,5,4,3,3,4,3,4,3,3,"female",4,"female",27,"bachelor",3,"hungarian",1,"no_emoji","study1"
57,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",24,"secondary school",5,"hungarian",1,"no_emoji","study1"
59,5,5,5,5,5,5,4,5,5,5,5,5,"male",5,"male",22,"bachelor",4,"hungarian",1,"no_emoji","study1"
97,3,3,3,3,3,3,3,3,3,3,3,3,"female",5,"female",16,"primary school",3,"hungarian",1,"no_emoji","study1"
73,4,4,3,4,3,4,4,4,4,4,3,3,"male",4,"female",22,"secondary school",2,"danish",0,"no_emoji","study2"
74,4,4,5,4,3,4,5,3,3,3,3,3,"female",4,"female",27,"bachelor",2,"danish",0,"no_emoji","study2"
76,1,1,4,1,1,2,3,1,5,2,3,4,"male",1,"male",24,"secondary school",1,"danish",0,"no_emoji","study2"
78,4,3,4,3,3,3,4,3,4,3,3,3,"female",4,"male",24,"secondary school",2,"danish",0,"no_emoji","study2"
80,4,4,4,4,3,4,4,4,4,3,3,3,"male",5,"female",21,"secondary school",2,"danish",0,"no_emoji","study2"
82,3,3,4,4,3,4,4,4,4,3,4,3,"female",3,"female",22,"secondary school",5,"danish",0,"no_emoji","study2"
83,2,3,4,3,1,2,4,3,4,1,3,2,"male",2,"female",21,"secondary school",3,"danish",0,"no_emoji","study2"
84,3,3,5,4,3,3,4,4,4,3,4,3,"male",3,"female",22,"secondary school",2,"danish",0,"no_emoji","study2"
85,4,5,5,4,3,4,5,3,4,3,2,3,"male",4,"male",25,"secondary school",4,"danish",0,"no_emoji","study2"
87,3,4,5,4,3,3,4,4,4,3,3,3,"male",4,"male",21,"secondary school",4,"danish",0,"no_emoji","study2"
88,4,5,5,5,4,5,5,5,5,4,5,3,"male",4,"female",21,"secondary school",5,"danish",0,"no_emoji","study2"
90,1,1,3,2,1,3,3,3,3,1,3,1,"male",2,"male",22,"secondary school",4,"danish",0,"no_emoji","study2"
94,1,1,2,2,1,2,3,2,2,1,2,1,"male",1,"female",30,"secondary school",4,"danish",0,"no_emoji","study2"
113,3,4,4,4,3,4,4,3,4,3,3,3,"male",5,"female",21,"secondary school",4,"danish",0,"no_emoji","study2"
114,2,3,3,3,3,2,3,2,3,2,2,2,"male",2,"female",21,"secondary school",3,"danish",0,"no_emoji","study2"
120,5,5,5,5,4,3,5,5,5,5,5,5,"female",5,"female",23,"primary school",2,"danish",0,"no_emoji","study2"
126,1,3,3,3,2,1,2,4,2,2,1,1,"male",1,"male",19,"secondary school",1,"danish",0,"no_emoji","study2"
128,2,3,4,3,2,3,4,3,3,3,4,3,"male",3,"male",47,"bachelor",2,"danish",0,"no_emoji","study2"
71,4,4,4,5,3,4,3,4,4,3,3,3,"male",5,"male",23,"secondary school",3,"danish",0,"no_emoji","study2"
145,1,2,2,2,1,1,2,2,2,1,2,1,"male",1,"female",32,"bachelor",5,"danish",0,"no_emoji","study2"
141,2,5,5,4,4,2,5,5,5,3,3,3,"male",1,"female",35,"master",2,"danish",0,"no_emoji","study2"
139,5,5,5,5,3,3,4,3,3,3,3,3,"male",4,"female",25,"secondary school",3,"danish",0,"no_emoji","study2"
140,3,3,5,3,3,3,5,3,4,3,3,3,"male",3,"male",28,"bachelor",3,"danish",0,"no_emoji","study2"
158,2,5,4,3,2,4,4,3,3,2,3,2,"male",2,"male",23,"secondary school",5,"danish",0,"no_emoji","study2"
73,5,4,4,4,4,5,4,4,4,5,4,4,"male",5,"female",22,"secondary school",2,"danish",1,"no_emoji","study2"
74,4,4,5,2,4,4,4,5,4,4,3,3,"male",4,"female",27,"bachelor",2,"danish",1,"no_emoji","study2"
76,4,4,4,4,3,5,5,5,4,5,3,3,"male",5,"male",24,"secondary school",1,"danish",1,"no_emoji","study2"
78,3,3,4,3,3,3,4,5,4,3,3,3,"female",3,"male",24,"secondary school",2,"danish",1,"no_emoji","study2"
80,5,5,5,5,3,5,5,5,5,3,3,3,"male",4,"female",21,"secondary school",2,"danish",1,"no_emoji","study2"
82,4,4,4,4,4,4,4,4,4,4,4,4,"male",5,"female",22,"secondary school",5,"danish",1,"no_emoji","study2"
83,5,5,5,4,5,5,5,4,4,5,4,5,"male",5,"female",21,"secondary school",3,"danish",1,"no_emoji","study2"
84,5,4,4,3,4,4,4,4,3,5,3,5,"male",5,"female",22,"secondary school",2,"danish",1,"no_emoji","study2"
85,5,3,3,4,4,4,3,5,4,4,3,3,"male",4,"male",25,"secondary school",4,"danish",1,"no_emoji","study2"
87,4,4,5,3,5,4,5,3,2,3,2,4,"male",3,"male",21,"secondary school",4,"danish",1,"no_emoji","study2"
88,5,5,5,5,4,5,5,5,5,4,5,4,"male",4,"female",21,"secondary school",5,"danish",1,"no_emoji","study2"
90,4,5,4,4,3,4,4,3,3,3,5,3,"male",4,"male",22,"secondary school",4,"danish",1,"no_emoji","study2"
94,5,2,5,4,4,5,5,3,3,3,3,3,"male",4,"female",30,"secondary school",4,"danish",1,"no_emoji","study2"
113,5,4,3,2,3,4,3,4,3,4,4,4,"male",4,"female",21,"secondary school",4,"danish",1,"no_emoji","study2"
114,3,3,3,3,3,3,3,3,3,3,3,3,"male",4,"female",21,"secondary school",3,"danish",1,"no_emoji","study2"
120,4,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",23,"primary school",2,"danish",1,"no_emoji","study2"
126,5,4,5,3,5,5,5,5,5,5,5,5,"male",5,"male",19,"secondary school",1,"danish",1,"no_emoji","study2"
128,4,4,3,3,4,4,4,3,3,3,3,3,"male",4,"male",47,"bachelor",2,"danish",1,"no_emoji","study2"
71,5,4,4,5,4,5,4,4,3,4,3,3,"male",4,"male",23,"secondary school",3,"danish",1,"no_emoji","study2"
145,2,2,2,2,2,1,2,2,1,2,2,2,"male",4,"female",32,"bachelor",5,"danish",1,"no_emoji","study2"
141,3,4,4,2,3,5,4,5,4,4,3,3,"female",1,"female",35,"master",2,"danish",1,"no_emoji","study2"
139,5,5,5,5,4,3,4,3,3,3,3,3,"male",5,"female",25,"secondary school",3,"danish",1,"no_emoji","study2"
140,5,3,4,4,4,4,4,4,4,5,3,3,"male",4,"male",28,"bachelor",3,"danish",1,"no_emoji","study2"
158,5,4,4,5,4,4,4,4,4,4,4,4,"male",5,"male",23,"secondary school",5,"danish",1,"no_emoji","study2"
99,2,3,3,2,3,3,3,3,3,3,4,4,"female",3,"female",16,"primary school",4,"hungarian",0,"no_emoji","study2"
102,4,4,3,2,4,5,4,3,5,4,4,3,"female",5,"female",15,"primary school",4,"hungarian",0,"no_emoji","study2"
103,3,3,4,3,2,3,5,3,3,3,3,3,"female",2,"female",19,"secondary school",2,"hungarian",0,"no_emoji","study2"
105,1,2,3,2,1,1,3,2,2,1,2,2,"female",3,"male",17,"primary school",2,"hungarian",0,"no_emoji","study2"
109,2,3,3,3,3,2,3,2,3,2,2,2,"female",3,"female",16,"primary school",4,"hungarian",0,"no_emoji","study2"
111,1,4,5,3,3,3,5,4,5,2,5,5,"female",2,"female",16,"primary school",4,"hungarian",0,"no_emoji","study2"
117,4,5,5,5,5,5,5,5,5,4,5,5,"female",4,"female",16,"primary school",5,"hungarian",0,"no_emoji","study2"
123,3,5,5,5,4,5,5,4,5,4,5,4,"female",5,"female",25,"bachelor",4,"hungarian",0,"no_emoji","study2"
130,1,4,3,1,1,3,3,2,4,1,4,2,"male",1,"female",24,"bachelor",4,"hungarian",0,"no_emoji","study2"
134,2,4,3,2,3,2,2,4,4,3,3,2,"female",3,"female",18,"primary school",5,"hungarian",0,"no_emoji","study2"
136,2,4,4,2,1,2,4,2,3,2,4,4,"female",2,"female",21,"secondary school",3,"hungarian",0,"no_emoji","study2"
148,5,5,4,5,4,5,4,5,5,5,5,5,"female",5,"female",16,"primary school",3,"hungarian",0,"no_emoji","study2"
144,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",17,"primary school",3,"hungarian",0,"no_emoji","study2"
152,2,5,5,2,3,4,5,3,4,3,5,5,"female",3,"female",22,"secondary school",4,"hungarian",0,"no_emoji","study2"
154,5,5,4,5,3,5,5,5,5,5,5,3,"female",4,"male",20,"secondary school",2,"hungarian",0,"no_emoji","study2"
155,2,3,2,2,2,2,2,2,2,2,2,2,"female",1,"female",21,"secondary school",5,"hungarian",0,"no_emoji","study2"
161,2,4,5,4,4,4,5,5,5,4,2,3,"female",3,"female",21,"secondary school",3,"hungarian",0,"no_emoji","study2"
159,2,4,3,2,2,2,4,3,3,2,3,3,"female",2,"female",24,"bachelor",5,"hungarian",0,"no_emoji","study2"
160,2,5,4,4,3,3,5,3,4,3,4,5,"female",3,"female",20,"secondary school",4,"hungarian",0,"no_emoji","study2"
99,2,3,3,2,3,3,4,3,3,3,3,4,"female",3,"female",16,"primary school",4,"hungarian",1,"no_emoji","study2"
102,5,5,4,5,5,5,4,4,2,5,5,5,"male",5,"female",15,"primary school",4,"hungarian",1,"no_emoji","study2"
103,4,4,3,3,4,4,4,5,5,5,4,3,"female",4,"female",19,"secondary school",2,"hungarian",1,"no_emoji","study2"
105,2,2,3,2,1,2,3,2,2,1,2,3,"female",4,"male",17,"primary school",2,"hungarian",1,"no_emoji","study2"
109,3,3,2,3,2,3,2,3,2,3,2,3,"female",5,"female",16,"primary school",4,"hungarian",1,"no_emoji","study2"
111,1,3,4,2,2,2,5,4,5,3,3,4,"female",2,"female",16,"primary school",4,"hungarian",1,"no_emoji","study2"
117,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",16,"primary school",5,"hungarian",1,"no_emoji","study2"
123,5,5,4,5,5,4,4,5,4,5,5,5,"female",5,"female",25,"bachelor",4,"hungarian",1,"no_emoji","study2"
130,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",24,"bachelor",4,"hungarian",1,"no_emoji","study2"
134,5,5,3,4,4,5,3,5,5,5,4,5,"female",4,"female",18,"primary school",5,"hungarian",1,"no_emoji","study2"
136,4,2,2,5,2,4,3,5,3,4,3,2,"female",4,"female",21,"secondary school",3,"hungarian",1,"no_emoji","study2"
148,4,4,3,4,4,4,5,3,3,4,5,4,"male",3,"female",16,"primary school",3,"hungarian",1,"no_emoji","study2"
144,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",17,"primary school",3,"hungarian",1,"no_emoji","study2"
152,5,5,5,5,5,5,4,5,5,5,5,5,"male",5,"female",22,"secondary school",4,"hungarian",1,"no_emoji","study2"
154,5,5,4,5,4,5,4,5,5,5,5,4,"male",5,"male",20,"secondary school",2,"hungarian",1,"no_emoji","study2"
155,4,4,4,4,4,4,4,4,4,4,4,4,"female",4,"female",21,"secondary school",5,"hungarian",1,"no_emoji","study2"
161,5,5,5,5,5,5,5,5,5,5,5,5,"female",5,"female",21,"secondary school",3,"hungarian",1,"no_emoji","study2"
159,5,4,3,4,4,3,3,3,3,3,3,4,"female",5,"female",24,"bachelor",5,"hungarian",1,"no_emoji","study2"
160,5,3,2,4,4,3,2,4,3,4,3,4,"female",4,"female",20,"secondary school",4,"hungarian",1,"no_emoji","study2"
